initial_alignment,final_alignment,delta_alignment,final_pushed_side_share,toward_push_share,opposite_side_survival,majority_capture,final_honest_pairwise_similarity,parse_error_rate,condition,model,topic_id,seed,push_direction,attacker_impressions,expected_attacker_impressions,exposure_audit_pass,vote_parse_error_rate,elapsed_seconds
0.0,0.5,0.5,0.5833333333333334,0.25,0.8333333333333334,True,0.0435133237655365,0.0,control,qwen3.5:9b,political_ad_targeting,101,support,0,0,True,0.013888888888888888,75.55552697181702
0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,True,0.09322417817261043,0.0,likes,qwen3.5:9b,political_ad_targeting,101,support,0,0,True,0.027777777777777776,79.44093084335327
0.0,1.3333333333333333,1.3333333333333333,0.75,0.4166666666666667,0.5,True,0.0709292121187712,0.0,single_source,qwen3.5:9b,political_ad_targeting,101,support,60,60,True,0.013888888888888888,79.64101910591125
0.0,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,True,0.07244738087201487,0.0,distributed_sources,qwen3.5:9b,political_ad_targeting,101,support,60,60,True,0.027777777777777776,92.54240465164185
0.0,-1.0833333333333333,-1.0833333333333333,0.3333333333333333,0.0,1.0,False,0.04390757509513593,0.013888888888888888,control,qwen3.5:9b,political_ad_targeting,211,oppose,0,0,True,0.013888888888888888,72.48399257659912
0.0,-1.0,-1.0,0.3333333333333333,0.0,1.0,False,0.0625099730655685,0.0,likes,qwen3.5:9b,political_ad_targeting,211,oppose,0,0,True,0.013888888888888888,75.98469543457031
0.0,-0.8333333333333334,-0.8333333333333334,0.3333333333333333,0.08333333333333333,1.0,False,0.05424933667611175,0.0,single_source,qwen3.5:9b,political_ad_targeting,211,oppose,60,60,True,0.027777777777777776,82.13468360900879
0.0,-0.9166666666666666,-0.9166666666666666,0.3333333333333333,0.08333333333333333,1.0,False,0.049126898742960494,0.0,distributed_sources,qwen3.5:9b,political_ad_targeting,211,oppose,60,60,True,0.013888888888888888,89.31793332099915
0.0,0.25,0.25,0.5,0.25,1.0,False,0.03591631134433137,0.0,control,qwen3.5:9b,political_ad_targeting,307,support,0,0,True,0.027777777777777776,70.66105699539185
0.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.5833333333333334,0.6666666666666666,True,0.07161617195782051,0.0,likes,qwen3.5:9b,political_ad_targeting,307,support,0,0,True,0.0,74.38867044448853
0.0,1.25,1.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,0.07113176791996727,0.0,single_source,qwen3.5:9b,political_ad_targeting,307,support,60,60,True,0.0,77.28513050079346
0.0,0.5833333333333334,0.5833333333333334,0.5,0.5,1.0,False,0.05483033470493454,0.0,distributed_sources,qwen3.5:9b,political_ad_targeting,307,support,60,60,True,0.0,87.45809650421143
0.0,-0.3333333333333333,-0.3333333333333333,0.5,0.0,1.0,False,0.04064064602480564,0.0,control,qwen3.5:9b,political_ad_targeting,419,oppose,0,0,True,0.027777777777777776,70.4170458316803
0.0,-0.5833333333333334,-0.5833333333333334,0.5,0.0,1.0,False,0.065234250649492,0.0,likes,qwen3.5:9b,political_ad_targeting,419,oppose,0,0,True,0.013888888888888888,78.63717699050903
0.0,-0.5,-0.5,0.5,0.0,1.0,False,0.051079372886133505,0.0,single_source,qwen3.5:9b,political_ad_targeting,419,oppose,60,60,True,0.0,78.23939275741577
0.0,-0.4166666666666667,-0.4166666666666667,0.5,0.0,1.0,False,0.05953319871132643,0.0,distributed_sources,qwen3.5:9b,political_ad_targeting,419,oppose,60,60,True,0.013888888888888888,89.06336951255798
0.0,0.5,0.5,0.5833333333333334,0.16666666666666666,0.8333333333333334,True,0.029759372398532283,0.0,control,gemma4:12b,political_ad_targeting,101,support,0,0,True,0.0,108.21547889709473
0.0,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.8333333333333334,True,0.032955358516708624,0.0,likes,gemma4:12b,political_ad_targeting,101,support,0,0,True,0.0,116.85195517539978
0.0,0.5,0.5,0.5833333333333334,0.16666666666666666,0.8333333333333334,True,0.02670461051419717,0.0,single_source,gemma4:12b,political_ad_targeting,101,support,60,60,True,0.0,126.41406655311584
0.0,0.5,0.5,0.5833333333333334,0.16666666666666666,0.8333333333333334,True,0.0415101835621827,0.0,distributed_sources,gemma4:12b,political_ad_targeting,101,support,60,60,True,0.0,137.80922317504883
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.042327296584087806,0.0,control,gemma4:12b,political_ad_targeting,211,oppose,0,0,True,0.0,102.2001097202301
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.03130574574456505,0.0,likes,gemma4:12b,political_ad_targeting,211,oppose,0,0,True,0.0,118.15657830238342
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.04211846284888323,0.0,single_source,gemma4:12b,political_ad_targeting,211,oppose,60,60,True,0.0,127.25065016746521
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.03925274337149499,0.0,distributed_sources,gemma4:12b,political_ad_targeting,211,oppose,60,60,True,0.0,139.25285291671753
0.0,0.3333333333333333,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.8333333333333334,True,0.030142318511675533,0.0,control,gemma4:12b,political_ad_targeting,307,support,0,0,True,0.0,103.77165627479553
0.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.25,0.8333333333333334,True,0.02629079350882276,0.0,likes,gemma4:12b,political_ad_targeting,307,support,0,0,True,0.0,118.47605466842651
0.0,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.3333333333333333,0.8333333333333334,True,0.03486135323687553,0.0,single_source,gemma4:12b,political_ad_targeting,307,support,60,60,True,0.0,128.26583242416382
0.0,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.3333333333333333,0.8333333333333334,True,0.03010005640934104,0.0,distributed_sources,gemma4:12b,political_ad_targeting,307,support,60,60,True,0.0,139.50200414657593
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.0,1.0,False,0.029018497647322578,0.0,control,gemma4:12b,political_ad_targeting,419,oppose,0,0,True,0.0,103.31893944740295
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.03346059346629269,0.0,likes,gemma4:12b,political_ad_targeting,419,oppose,0,0,True,0.0,118.6935567855835
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.020987195933489664,0.0,single_source,gemma4:12b,political_ad_targeting,419,oppose,60,60,True,0.0,127.24763941764832
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.019666034465491727,0.0,distributed_sources,gemma4:12b,political_ad_targeting,419,oppose,60,60,True,0.0,138.85489988327026
0.0,0.16666666666666666,0.16666666666666666,0.5,0.25,1.0,False,0.029311537454379883,0.0,control,ministral-3:14b,political_ad_targeting,101,support,0,0,True,0.0,67.37733864784241
0.0,0.3333333333333333,0.3333333333333333,0.5,0.4166666666666667,1.0,False,0.0404006730364022,0.013888888888888888,likes,ministral-3:14b,political_ad_targeting,101,support,0,0,True,0.027777777777777776,77.46278119087219
0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.0,False,0.026022657972347298,0.0,single_source,ministral-3:14b,political_ad_targeting,101,support,60,60,True,0.013888888888888888,76.27190804481506
0.0,0.5,0.5,0.5,0.4166666666666667,1.0,False,0.02965697226356885,0.010416666666666666,distributed_sources,ministral-3:14b,political_ad_targeting,101,support,60,60,True,0.013888888888888888,85.6187105178833
0.0,-0.5,-0.5,0.5,0.08333333333333333,1.0,False,0.027249242481050866,0.0,control,ministral-3:14b,political_ad_targeting,211,oppose,0,0,True,0.027777777777777776,65.42075252532959
0.0,-0.5,-0.5,0.5,0.08333333333333333,1.0,False,0.03455704214427058,0.0,likes,ministral-3:14b,political_ad_targeting,211,oppose,0,0,True,0.05555555555555555,74.3396360874176
0.0,-0.5,-0.5,0.5,0.08333333333333333,1.0,False,0.01864069327772579,0.0,single_source,ministral-3:14b,political_ad_targeting,211,oppose,60,60,True,0.027777777777777776,75.37789797782898
0.0,-0.5,-0.5,0.5,0.08333333333333333,1.0,False,0.017156552713840045,0.0,distributed_sources,ministral-3:14b,political_ad_targeting,211,oppose,60,60,True,0.013888888888888888,82.93706512451172
0.0,0.5,0.5,0.5,0.4166666666666667,1.0,False,0.03708208576504705,0.0,control,ministral-3:14b,political_ad_targeting,307,support,0,0,True,0.013888888888888888,60.70176339149475
0.0,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,1.0,False,0.026305446478035958,0.0,likes,ministral-3:14b,political_ad_targeting,307,support,0,0,True,0.041666666666666664,74.86487340927124
0.0,0.3333333333333333,0.3333333333333333,0.5,0.4166666666666667,1.0,False,0.035059282027971095,0.0,single_source,ministral-3:14b,political_ad_targeting,307,support,60,60,True,0.041666666666666664,77.03446340560913
0.0,0.3333333333333333,0.3333333333333333,0.5,0.4166666666666667,1.0,False,0.027247029322617983,0.0,distributed_sources,ministral-3:14b,political_ad_targeting,307,support,60,60,True,0.013888888888888888,82.69827198982239
0.0,-0.6666666666666666,-0.6666666666666666,0.5,0.0,1.0,False,0.02607163642756173,0.0,control,ministral-3:14b,political_ad_targeting,419,oppose,0,0,True,0.027777777777777776,63.47576665878296
0.0,-0.6666666666666666,-0.6666666666666666,0.5,0.0,1.0,False,0.03211347154974075,0.0,likes,ministral-3:14b,political_ad_targeting,419,oppose,0,0,True,0.0,68.14117908477783
0.0,-0.6666666666666666,-0.6666666666666666,0.5,0.0,1.0,False,0.03917611997572312,0.0,single_source,ministral-3:14b,political_ad_targeting,419,oppose,60,60,True,0.013888888888888888,73.30539536476135
0.0,-0.5833333333333334,-0.5833333333333334,0.5,0.0,1.0,False,0.02011197471386892,0.020833333333333332,distributed_sources,ministral-3:14b,political_ad_targeting,419,oppose,60,60,True,0.0,83.70577812194824
